course_ID,student_ID,student_in_course_id
mm39104442b2660b,a5d4495a9a8de644,893f0edc172e3d53
mm39104442b2660b,3d3a1ac4e4fca85e,c17de6c3724f94e6
mm39104442b2660b,aad1d485d5bf23b3,e8ab3d8b71c7cb2c
mm39104442b2660b,de3e7cf34fb8076d,5e23c162b3b3de21
mm39104442b2660b,0647e9f7670b1b8f,fd11627e6386b023
mm39104442b2660b,46c544700961563f,57ae00bc40069dff
mm39104442b2660b,6a87b8e36947c92d,d5a18a0ab83d3c32
mm39104442b2660b,a533406c476523de,34a4214dc582d44a
mm39104442b2660b,1e9f3df82508d44c,6b4187cb5641ae2b
mm39104442b2660b,17a2fa4e2eb77044,6595629d4af69cf5
mm39104442b2660b,2da6756c9a30c038,91cbf61ed46a3fa8
mm39104442b2660b,5018f42297a6c369,c471f839bcf10bc3
mm39104442b2660b,14d099c161cf3bea,8428d9b1f8825178
oo365cc4dd09d5b1,f63b0b2f7c48c85f,17c7e7b992dfc9f1
oo365cc4dd09d5b1,f67d38dee48d641f,2b8f64f6f7b44a58
oo365cc4dd09d5b1,16f9cbf0d5f0e513,60c6450f8398a4b9
oo365cc4dd09d5b1,430112d4d154a44f,cfba2e3258325729
oo365cc4dd09d5b1,1c9b7a8801c65988,37453a348f02f07a
oo365cc4dd09d5b1,0fd78ece486e8df4,b14fa77590e3a32f
